&METADATA_NAMELIST
startdate = "200704010000"
enddate = "201012310000"
loop_for_a_while = 0
output_dir = ""
Latitude = 33.02
Longitude = 91.96
Forcing_Timestep = 86400
Noahlsm_Timestep = 86400
Sea_ice_point = .FALSE.
Soil_layer_thickness = 0.045 0.046 0.075 0.123 0.204 0.336 0.371 0.3 0.5 0.5 0.7 1.0 1.0 1.0 1.0 1.0 1.0 2.0 2.0 2.0
Soil_Temperature = 273.4 271.6 271.2 270.8 270.2 269.4 268.7 268.4 267.5 268.5 270.5 271.0 271.4 271.6 271.7 271.8 271.8 271.9 271.8 271.9
Soil_Moisture = 0.104 0.22 0.247 0.222 0.276 0.247 0.238 0.223 0.205 0.169 0.337 0.337 0.337 0.094 0.109 0.121 0.131 0.15 0.164 0.173
Soil_Liquid = 0.104 0.099 0.104 0.084 0.052 0.03 0.003 0.01 0.031 0.057 0.035 0.039 0.042 0.016 0.017 0.018 0.019 0.021 0.023 0.024
Soil_htype = 7 7 7 7 9 7 7 7 7 7 12 12 12 13 13 13 13 13 13 13
Skin_Temperature = 271.241
Canopy_water = 0
Snow_depth = 0
Snow_equivalent = 0
Deep_Soil_Temperature = 272.43
Landuse_dataset = "USGS"
Soil_type_index = 3
Vegetation_type_index = 9
Urban_veg_category = 1
glacial_veg_category = 24
Slope_type_index = 3
Max_snow_albedo = 0.75
Air_temperature_level = 2.0
Wind_level = 10.0
Green_Vegetation_Min = 0.01
Green_Vegetation_Max = 0.96
Usemonalb = .FALSE.
Rdlai2d = .FALSE.
sfcdif_option = 1
iz0tlnd = 0
Albedo_monthly = 0.18 0.17 0.16 0.15 0.15 0.15 0.15 0.16 0.16 0.17 0.17 0.18
Shdfac_monthly = 0.01 0.02 0.07 0.17 0.27 0.58 0.93 0.96 0.65 0.24 0.11 0.02
lai_monthly = 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0
Z0brd_monthly = 0.02 0.02 0.025 0.03 0.035 0.036 0.035 0.03 0.027 0.025 0.02 0.02
/
------------------------------------------------------------------------------------------------------------------------------------------------------------
 UTC date/time        windspeed       wind dir         temperature      humidity        pressure           shortwave      longwave          precipitation
yyyy mm dd hh mi       m s{-1}        degrees               K               %             hPa               W m{-2}        W m{-2}          kg m{-2} s{-1}
------------------------------------------------------------------------------------------------------------------------------------------------------------
<Forcing>  This tag ("<Forcing>", not case sensitive) begins the section of forcing data.  The times have been converted from CST to UTC
2009 07 17 00 00     2.0447472473   249.0000000000   280.8912437235    66.4781709735   552.5600000000   341.1250000000   266.3125000000 0.0000234378099170
2009 07 18 00 00     1.8009972357   249.0000000000   281.8999937009    67.5265211128   552.5600000000   309.2187500000   280.6250000000 0.0000473093371612
2009 07 19 00 00     1.8134972363   249.0000000000   281.2912437145    74.8076695873   552.5600000000   231.0625000000   298.9375000000 0.0000606773924180
2009 07 20 00 00     3.2902473064   249.0000000000   281.4137437118    73.2501178929   552.5600000000   286.9375000000   286.1875000000 0.0000496530871088
2009 07 21 00 00     2.3567472621   249.0000000000   281.7349937046    65.1637101275   552.5600000000   348.4687500000   268.3125000000 0.0000282121153658
2009 07 22 00 00     2.4592472670   249.0000000000   279.4599937555    74.2405835766   552.5600000000   247.2500000000   284.3750000000 0.0000010419770843
2009 07 23 00 00     2.1629972529   249.0000000000   281.1387437179    67.8438731609   552.5600000000   238.1562500000   293.3437500000 0.0000284725320267
2009 07 24 00 00     2.1004972499   249.0000000000   280.3962437345    72.5037651936   552.5600000000   291.0937500000   277.6875000000 0.0000339412819045
2009 07 25 00 00     2.3494972617   249.0000000000   277.8212437921    78.8376098034   552.5600000000   271.9687500000   271.0000000000 0.0000948787805424
2009 07 26 00 00     2.4362472659   249.0000000000   277.3287438031    61.1860817301   552.5600000000   340.4687500000   245.5312500000 0.0000099829491066
2009 07 27 00 00     0.8314971896   249.0000000000   277.6887437950    58.5718710755   552.5600000000   282.7812500000   262.2187500000 0.0000122398935006
2009 07 28 00 00     2.2747472582   249.0000000000   279.4399937559    63.6522165226   552.5600000000   355.5937500000   252.0625000000 0.0000233510043634
2009 07 29 00 00     2.6534972762   249.0000000000   277.8024937925    84.2551711784   552.5600000000   214.0937500000   285.5312500000 0.0002094621113146
2009 07 30 00 00     1.8374972374   249.0000000000   277.8562437913    76.7596544967   552.5600000000   187.1875000000   290.5625000000 0.0000554690592011
2009 07 31 00 00     2.9557472905   249.0000000000   278.5199937765    79.8598624141   552.5600000000   166.4687500000   300.0000000000 0.0000401044762111
2009 08 01 00 00     1.7814972348   249.0000000000   279.6149937520    73.6246156996   553.6000000000   235.1875000000   287.6250000000 0.0000284725320267
2009 08 02 00 00     2.0739972487   249.0000000000   279.1512437624    69.4993634062   553.6000000000   290.3437500000   269.0000000000 0.0000016496159596
2009 08 03 00 00     3.5307473178   249.0000000000   276.1912438285    81.3483760243   553.6000000000   218.7812500000   276.6562500000 0.0000616322535077
2009 08 04 00 00     2.2127472553   249.0000000000   279.2174937609    59.8410514808   553.6000000000   352.8437500000   249.4062500000 0.0000097225324458
2009 08 05 00 00     1.7107472314   249.0000000000   280.7087437275    59.6543746365   553.6000000000   343.9687500000   257.6250000000 0.0000229169765953
2009 08 06 00 00     1.9782472441   249.0000000000   279.0149937654    74.7472303255   553.6000000000   208.6562500000   290.0625000000 0.0000375871151563
2009 08 07 00 00     1.5857472255   249.0000000000   280.0962437412    67.7280119379   553.6000000000   298.1250000000   269.2812500000 0.0000140628101265
2009 08 08 00 00     4.9524973854   249.0000000000   277.6024937970    79.0921845779   553.6000000000   196.2500000000   286.7812500000 0.0000629343368119
2009 08 09 00 00     2.1122472505   249.0000000000   278.7612437711    66.6508261263   553.6000000000   222.6250000000   282.8125000000 0.0000388891984605
2009 08 10 00 00     1.7904972352   249.0000000000   278.6737437730    69.4570809569   553.6000000000   194.7812500000   290.5312500000 0.0000543405870040
2009 08 11 00 00     2.0974972498   249.0000000000   277.9187437899    80.6433091447   553.6000000000   265.3437500000   269.6562500000 0.0000270836431689
2009 08 12 00 00     2.7407472803   249.0000000000   277.8349937918    64.8771913584   553.6000000000   319.9687500000   250.8125000000 0.0000217885043983
2009 08 13 00 00     2.5794972727   249.0000000000   278.7612437711    58.1789077343   553.6000000000   318.6875000000   253.8437500000 0.0000065107269620
2009 08 14 00 00     3.3017473070   249.0000000000   279.7274937495    60.1094358094   553.6000000000   310.3437500000   260.3750000000 0.0000465280871787
2009 08 15 00 00     3.2097473026   249.0000000000   277.2362438052    75.6913592288   553.6000000000   234.7812500000   272.7500000000 0.0000629343368120
2009 08 16 00 00     2.5367472706   249.0000000000   278.4037437791    57.8097895981   553.6000000000   321.5625000000   249.3437500000 0.0000041669770144
2009 08 17 00 00     4.6049973689   249.0000000000   277.6937437949    76.1976040300   553.6000000000    99.3437500000   310.6562500000 0.0001976565560229
2009 08 18 00 00     2.1617472528   249.0000000000   276.2587438270    78.8395381409   553.6000000000   182.1562500000   281.7500000000 0.0000275176709369
2009 08 19 00 00     3.1374972992   249.0000000000   276.9049938126    82.9258093106   553.6000000000   154.0625000000   292.9375000000 0.0001040801692256
2009 08 20 00 00     4.5414973659   249.0000000000   277.7062437946    73.3010677759   553.6000000000   249.2812500000   268.2500000000 0.0000831600308043
2009 08 21 00 00     1.3547472145   249.0000000000   277.0187438100    79.9993459922   553.6000000000   271.3125000000   260.6562500000 0.0000657989200813
2009 08 22 00 00     2.8774972868   249.0000000000   278.7349937717    68.3175163920   553.6000000000   294.0000000000   259.2187500000 0.0000559030869691
2009 08 23 00 00     3.5942473209   249.0000000000   278.8599937689    69.7858229065   553.6000000000   221.8125000000   280.6875000000 0.0000322051708322
2009 08 24 00 00     1.9784972441   249.0000000000   276.9137438123    79.6292961741   553.6000000000   247.3125000000   265.6562500000 0.0001529516959110
2009 08 25 00 00     1.8979972403   249.0000000000   277.7762437931    72.5010662385   553.6000000000   288.0937500000   256.5625000000 0.0000428822539268
2009 08 26 00 00     2.2102472551   249.0000000000   277.4637438000    75.3428955306   553.6000000000   273.1562500000   259.5312500000 0.0000256079487574
2009 08 27 00 00     1.4882472208   249.0000000000   276.6837438175    79.8648593015   553.6000000000   202.7812500000   276.1250000000 0.0000585940591312
2009 08 28 00 00     3.9632473384   249.0000000000   276.0474938317    54.2564088147   553.6000000000   324.2187500000   232.5000000000 0.0000072051713909
2009 08 29 00 00     2.5377472707   249.0000000000   275.1912438509    51.3158949615   553.6000000000   326.9062500000   227.4687500000 0.0000141496156802
2009 08 30 00 00     0.8407471901   249.0000000000   276.5974938194    50.5690082654   553.6000000000   326.1250000000   232.3437500000 0.0000024308659421
2009 08 31 00 00     2.4259972654   249.0000000000   279.7237437496    57.4279393744   553.6000000000   318.0312500000   250.4062500000 0.0000101565602139
2009 09 01 00 00     1.6302472276   249.0000000000   276.2749938266    85.7888153887   553.4000000000   167.1250000000   284.1875000000 0.0001012155859563
2009 09 02 00 00     3.1147472981   249.0000000000   276.3587438248    78.9243025370   553.4000000000   216.4062500000   269.0312500000 0.0000814239197320
2009 09 03 00 00     3.0807472965   249.0000000000   277.1699938066    77.8139506359   553.4000000000   246.2812500000   263.6250000000 0.0000652780867596
2009 09 04 00 00     3.7214973269   249.0000000000   279.8224937473    65.3913206704   553.4000000000   286.7500000000   261.4687500000 0.0000038197548000
2009 09 05 00 00     4.5717473673   249.0000000000   278.3062437812    65.0407620521   553.4000000000   293.3437500000   251.6250000000 0.0000002607271017
2009 09 06 00 00     3.5432473185   249.0000000000   278.5062437768    68.6896458949   553.4000000000   272.7187500000   258.6562500000 0.0000250003098821
2009 09 07 00 00     2.4349972658   249.0000000000   277.6024937970    71.7308450014   553.4000000000   212.0625000000   273.2812500000 0.0000177954489320
2009 09 08 00 00     2.9087472883   249.0000000000   277.7137437945    73.5564657288   553.4000000000   258.0625000000   259.5000000000 0.0000002607271017
2009 09 09 00 00     3.5462473186   249.0000000000   278.2537437824    68.6469377912   553.4000000000   287.4687500000   251.2500000000 0.0000011287826379
2009 09 10 00 00     4.1654973480   249.0000000000   279.3774937573    65.8200073776   553.4000000000   269.7500000000   260.2500000000 0.0000171010045031
2009 09 11 00 00     3.3802473107   249.0000000000   277.1612438068    73.9099933481   553.4000000000   221.8437500000   267.4062500000 0.0000177954489320
2009 09 12 00 00     1.4847472207   249.0000000000   277.2924938039    75.9366594675   553.4000000000   230.5000000000   266.0312500000 0.0000130211434832
2009 09 13 00 00     2.8084972835   249.0000000000   276.9624938113    75.5624912337   553.4000000000   257.7187500000   254.7500000000 0.0000495662815552
2009 09 14 00 00     3.7832473299   249.0000000000   275.8224938368    76.9103677585   553.4000000000   237.0000000000   255.3750000000 0.0000265628098471
2009 09 15 00 00     3.2909973065   249.0000000000   275.9749938333    73.5947473424   553.4000000000   251.3437500000   250.5625000000 0.0000269100320616
2009 09 16 00 00     3.0587472954   249.0000000000   277.5224937988    65.2919580770   553.4000000000   252.1875000000   255.3125000000 0.0000089412824633
2009 09 17 00 00     2.6129972743   249.0000000000   278.2362437828    65.6562442227   553.4000000000   244.9375000000   260.1875000000 0.0000013023937451
2009 09 18 00 00     3.4459973138   249.0000000000   277.9262437897    55.7417970567   553.4000000000   230.0000000000   259.8125000000 0.0000043405881216
2009 09 19 00 00     2.6757472773   249.0000000000   275.1337438522    60.3659719058   553.4000000000   264.0937500000   236.7812500000 0.0000039065603536
2009 09 20 00 00     2.4647472672   249.0000000000   273.8512438808    56.1561224082   553.4000000000   236.4375000000   238.8750000000 0.0000036461436927
2009 09 21 00 00     1.7929972353   249.0000000000   273.8687438804    47.6697605379   553.4000000000   265.8125000000   226.7500000000 0.0000002607271017
2009 09 22 00 00     1.7807472347   249.0000000000   274.2174938726    67.1264020288   553.4000000000   274.5937500000   229.4375000000 0.0000037329492463
2009 09 23 00 00     2.6649972767   249.0000000000   273.2799938936    61.6135507355   553.4000000000   214.1875000000   243.1250000000 0.0000026044770493
2009 09 24 00 00     3.1482472997   249.0000000000   272.8674939028    68.2245853500   553.4000000000   237.3750000000   234.5937500000 0.0000045141992289
2009 09 25 00 00     1.8279972370   249.0000000000   271.1687439408    71.9986815868   553.4000000000   196.1875000000   241.3437500000 0.0000125003101615
2009 09 26 00 00     2.8257472844   249.0000000000   271.5487439323    52.0553481977   553.4000000000   258.1562500000   218.3750000000 0.0000002607271017
2009 09 27 00 00     2.7094972789   249.0000000000   273.1799938958    51.7549041903   553.4000000000   254.4687500000   225.1562500000 0.0000000003104409
2009 09 28 00 00     3.4494973140   249.0000000000   274.1162438749    41.9191592915   553.4000000000   243.8437500000   230.3437500000 0.0000028648937102
2009 09 29 00 00     2.9222472889   249.0000000000   273.0099938996    68.5425051972   553.4000000000   247.8125000000   229.0937500000 0.0000105905879819
2009 09 30 00 00     3.0337472942   249.0000000000   272.0087439220    70.3643029752   553.4000000000   231.1875000000   230.4062500000 0.0000022572548349
2009 10 01 00 00     2.2342472563   249.0000000000   274.1324938745    64.4605835838   551.7800000000   244.2812500000   233.2500000000 0.0000054690603186
2009 10 02 00 00     2.1767472535   249.0000000000   272.9887439001    71.6155764941   551.7800000000   206.5937500000   242.5000000000 0.0000145836434482
2009 10 03 00 00     2.8764972868   249.0000000000   270.7562439500    71.7341093339   551.7800000000   196.7812500000   235.6562500000 0.0000598961424354
2009 10 04 00 00     2.1022472500   249.0000000000   272.5837439091    66.2645526356   551.7800000000   226.0625000000   233.0937500000 0.0000100697546603
2009 10 05 00 00     1.8457472378   249.0000000000   272.7199939061    83.9563882871   551.7800000000   146.3125000000   261.5000000000 0.0001199655855372
2009 10 06 00 00     1.6639972292   249.0000000000   273.5374938878    85.5379868341   551.7800000000   159.6562500000   260.4687500000 0.0000689239200114
2009 10 07 00 00     2.0709972485   249.0000000000   275.4662438447    78.8703625414   551.7800000000   104.9687500000   288.5312500000 0.0002209204443918
2009 10 08 00 00     1.9254972416   249.0000000000   270.8974939468    87.4433257177   551.7800000000    72.4062500000   279.3437500000 0.0001598961402003
2009 10 09 00 00     2.8342472848   249.0000000000   268.9962439893    84.5145816430   551.7800000000   182.7500000000   231.1875000000 0.0000110246157500
2009 10 10 00 00     2.9474972901   249.0000000000   268.5099940002    69.9365596913   551.7800000000   166.7187500000   232.0312500000 0.0000123266990542
2009 10 11 00 00     1.6822472301   249.0000000000   267.2874940275    85.8956662019   551.7800000000   186.2187500000   222.4687500000 0.0000007815604234
2009 10 12 00 00     2.9782472916   249.0000000000   265.8812440590    84.7672876693   551.7800000000   144.1875000000   231.2500000000 0.0000148440601091
2009 10 13 00 00     2.9842472919   249.0000000000   266.3074940494    72.1990300716   551.7800000000   234.2500000000   199.2187500000 0.0000000003104409
2009 10 14 00 00     1.6899972304   249.0000000000   267.6499940194    74.1410346507   551.7800000000   224.9062500000   207.0937500000 0.0000000003104409
2009 10 15 00 00     1.9817472443   249.0000000000   267.4924940229    69.4775846370   551.7800000000   217.8750000000   208.0000000000 0.0000000003104409
2009 10 16 00 00     2.1527472524   249.0000000000   267.1524940305    61.9378003296   551.7800000000   222.9062500000   202.9062500000 0.0000000003104409
2009 10 17 00 00     3.0829972966   249.0000000000   267.3262440266    60.3297314341   551.7800000000   224.2187500000   202.3750000000 0.0000000003104409
2009 10 18 00 00     2.2964972592   249.0000000000   267.9337440131    60.8377777643   551.7800000000   222.7187500000   204.7500000000 0.0000000003104409
2009 10 19 00 00     2.5624972719   249.0000000000   267.5737440211    58.7119028883   551.7800000000   219.4062500000   203.6875000000 0.0000452260038744
2009 10 20 00 00     2.5194972698   249.0000000000   265.3937440699    61.2845613495   551.7800000000   184.6562500000   208.4062500000 0.0000031253103710
2009 10 21 00 00     2.5984972736   249.0000000000   263.7324941070    67.7299465798   551.7800000000   226.5000000000   187.5000000000 0.0000049482269969
2009 10 22 00 00     3.2377473039   249.0000000000   265.4474940687    52.6846942907   551.7800000000   228.2187500000   189.7500000000 0.0000000003104409
2009 10 23 00 00     4.1362473466   249.0000000000   265.0112440784    44.6785992068   551.7800000000   230.5937500000   186.0937500000 0.0000006079493162
2009 10 24 00 00     4.2914973540   249.0000000000   265.4649940683    47.4808820227   551.7800000000   226.8437500000   188.2812500000 0.0000013023937451
2009 10 25 00 00     5.3699974052   249.0000000000   266.0199940558    45.7393658676   551.7800000000   225.5937500000   190.0625000000 0.0000085940602488
2009 10 26 00 00     3.8177473315   249.0000000000   264.5162440895    47.6635113284   551.7800000000   212.0625000000   189.5312500000 0.0000000003104409
2009 10 27 00 00     3.3747473105   249.0000000000   264.1924940967    47.5423022334   551.7800000000   218.4375000000   185.1875000000 0.0000000003104409
2009 10 28 00 00     3.7419973279   249.0000000000   264.1587440975    55.1829980175   551.7800000000   218.1562500000   185.6250000000 0.0000000003104409
2009 10 29 00 00     3.3239973081   249.0000000000   264.3587440930    53.4187331060   551.7800000000   211.8125000000   187.5000000000 0.0000019968381741
2009 10 30 00 00     3.2827473061   249.0000000000   263.5537441110    51.1216948802   551.7800000000   212.1875000000   184.5937500000 0.0000186635044682
2009 10 31 00 00     2.3387472612   249.0000000000   262.4762441351    50.3416007907   551.7800000000   209.6562500000   181.2812500000 0.0000040801714608
